rating,title,min,max,desc
3.4,Data Science Analyst I Computational Biology - Genetics,52000,91000,"Strength Through Diversity

Ground breaking science. Advancing medicine. Healing made personal.
The Icahn Institute for Genomics & Multiscale Biology is

looking for talented data scientists with the responsibilities and

qualifications listed below. At the Icahn Institute, our vision is to transform

biomedical research and healthcare delivery into a data-driven, evidence-based,

patient-tailored discipline. The Icahn Institute was founded in 2011 to help

advance precision medicine with cutting-edge technologies, novel partnerships

between the public and private sectors, and world class computational and

analytical resources. By maximally leveraging information from patients around

the world, we deliver premier precision care optimized for each patient, while

discovering breakthrough, next-generation treatments through insights derived

from cutting-edge analytics applied to unprecedented amounts of patient-derived

data. We promote a core set of values designed to promote our future

vision of team-oriented, data driven global biomedical research: 1) Do good for

the patient, 2) Simplify, 3) Share openly, 4) Focus, 5) Synergize, 6)

Contributions, not politics, and 7) Deliver.Role & Responsibilities:Data

Scientists at Mount Sinai work with clinicians, researchers, and engineers to

extract value from data. Effective data science is critical to the success of

our research efforts and clinical translation, ensuring we make correct

inferences from the vast wealth of biomedical data generated at Mount Sinai and

across the world.

Data

Scientists may work on many of the cutting-edge research areas at Mount Sinai,

including:

Analysis

of high throughput genomic, transcriptomic, epigenetic, proteomic, and other

omics data in healthy and disease statesAnalysis

of multiscale single cell omics data to perform multitissue cellular de novo

taxonomy in healthy and disease statesScalable

machine learning approaches to network and predictive models of biological

processesMedical

record mining using large-scale electronic health record biobanks.

The ideal

candidate will have strong analytical and programming proficiencies and proven

expertise in high-dimensional data analysis. Specific duties are listed below.

Apply

computational techniques to analyze large-scale biomedical datasets.Develop

and maintain genetic, genomic, and biological databases to annotate and

interpret human genome data Create

data-driven models and data visualizations for clinical and research workPerform

rigorous and reproducible data analysesDevelop

projects and work independently on a variety of data analysis projectsLearn

and use bioinformatics tools for processing and analysis of large datasetsIdentify and resolve

technical issues and propose upgrades to current softwareParticipate

in the preparation of manuscripts, grants, and presentationsOther

technical and leadership duties as assigned and commensurate with experience

and skills


 Requirements:




Masters,

or Ph.D. in Computational Biology, Bioinformatics, Computer Science, Biology,

Biomedical Engineering, Computer Engineering, Genetics, or other relevant

quantitative disciplineGood

organization and communication skills, with demonstrated ability to

productively work as a member of a team. Strong verbal and written

communication skills in English are requiredExperience

in data science, machine learning, statistical modeling, genomic analysis, or

other relevant analytical fieldExperience

in programming environments such as R, Matlab, SAS, Stata, Python/JupyterWorking

experience with genetics or statistics analysis software and online resources

or other biomedical data analysis is a plusTrack

record of delivering complex scientific projects through high impact factor

publicationsKnowledge and experience with software

engineering best practices such as: version control, code review,

unit/regression testing, continuous development/continuous integration


 Strength Through Diversity

The Mount Sinai Health System believes that diversity and inclusion is a driver for excellence. We share a common devotion to delivering exceptional patient care. Yet were as diverse as the city we call home- culturally, ethically, in outlook and lifestyle. When you join us, you become a part of Mount Sinais unrivaled record of achievement, education and advancement as we revolutionize healthcare delivery together.

We work hard to recruit and retain the best people, and to create a welcoming, nurturing work environment where you have the opportunity and support to develop professionally. We share the belief that all employees, regardless of job title or expertise, have an impact on quality patient care.

Explore more about this opportunity and how you can help us write a new chapter in our story!

Who We Are

Over 38,000 employees strong, the mission of the Mount Sinai Health System is to provide compassionate patient care with seamless coordination and to advance medicine through unrivaled education, research, and outreach in the many diverse communities we serve.



Formed in September 2013, The Mount Sinai Health System combines the excellence of the Icahn School of Medicine at Mount Sinai with seven premier hospitals, including Mount Sinai Beth Israel, Mount Sinai Brooklyn, The Mount Sinai Hospital, Mount Sinai Queens, Mount Sinai West (formerly Mount Sinai Roosevelt), Mount Sinai St. Lukes, and New York Eye and Ear Infirmary of Mount Sinai.

The Mount Sinai Health System is an equal opportunity employer. We promote recognition and respect for individual and cultural differences, and we work to make our employees feel valued and appreciated, whatever their race, gender, background, or sexual orientation.

EOE Minorities/Women/Disabled/Veterans"
3.3,Data Engineering Analyst,82000,154000,"Company Overview: Castleton Commodities International is a leading commodity trading and investment firm. As a trader, CCI deploys capital on a proprietary basis in the physical and financial commodity markets, providing the Company with market insights and access. As a strategic investor and developer, CCI leverages its market expertise, operations capabilities, and industry knowledge to invest in, and develop, select commodity infrastructure assets. CCI focuses its activities on the markets it understands best, while constantly striving to expand its knowledge base and network of relationships in order to participate in new markets. Position Overview:CCI is building out a best in class data science platform with the goal of being on the forefront of data management, engineering, and analytics. This role will be based in Stamford and report to the Head of Data Management. This position will play an integral role as the firm continues to develop and evolve its data analytics. The role will assist with all aspects of data – from data architecture design to on-going data management and will have significant exposure to our Risk and commercial investing teams globally. Responsible for delivering strategic initiatives around alternative and market dataLiaise with desk heads in order to gain understanding of current data flow, data architecture, investment process as well as gather functional requirementsManage documentation process of data flow, data architecture, investment process, and functional requirementsDocumenting and understanding end to end investment process in order to better understand the implications to data projectsHelp transition existing data sets, databases, and code to a new technology stackManage communication between commercial teams, vendors, and key stake holdersAd hoc research on project topics such as vendor trends, usage best practices, big data trends, artificial intelligence, vendors, etc.Assist with onboarding and back testing new data setsAssess gaps in current datasets1 to 5 years’ experience with databases, ideally in financial servicesAbility to work with large, complex data setsBachelor’s degree in Computer Science, Mathematics, Physics, Mathematics, Business Intelligence or related field of studyAdvanced excel skills are requiredExperience in SQL is requiredExperience in Python, R, and/or Matlab is preferredInterest in big data and data analyticsInterest or experience in machine learning/Artificial Intelligence preferredPrior experience in commodities is preferred*LI-LH1"
3.4,Sr. Reference Data Business Analyst - SQL,43000,83000,"Organization & Department Overview

The Information Services Group (ISG) is responsible for providing authoritative sources of reference data to our clients across the Institutional Client Services (ICG) organization, through implementing state of the art technologies and operational processes which promote the collection, storage, analysis, and distribution of product, pricing, account and corporate action data. The ISG organization works in partnership with data clients across all ICG business lines, deploying solutions to increase their competitiveness, through restructuring business processes, simplifying information access, and providing business intelligence around critical data. Execution team is tasked with the enhancement to the system including new vendor feeds coverage, data model enhancement and updates to existing data from vendors. This may involve analyzing multiple data sets manually or engineering automated solutions. Domain data is critical to the reference data processing and product and pricing data must be available, accurate, and complete for global financial markets.

Job description

Financial Data ModelingConsult with subject matter experts and developers to reverse engineer and document legacy system functionsIndependently query and analyze unstructured data from multiple relational databases in order to:Diagnose data quality issues.Assess system impacts for upcoming changes.Define data processing rules.Conduct functional testing.Work closely with IT and Operations partners.Work closely with upstream data vendors (internal and external to Citigroup).Independently manage assigned projects.Participate in weekly change management forums.

Required Skills

Bachelors degree, specialized training or equivalent work experienceWorking experience of 8 years minimal as Business AnalystFinancial Knowledge on Securities/Products.Data analysis and mapping (able to query data, analyze and map)Data Oriented with an excellent attention to detailSQL knowledgeExperience working closely with IT Project managers and development teamsExperience/understanding of business process reengineering and business modeling concepts, business systems development and analysisStrong analytical skills and writing skills, including solid experience in writing functional and technical specificationsExcellent verbal communication skills with the ability to be assertiveAbility to focus on high quality work while under pressure

Preferred Skills

Project management/lead experienceBackground in reference data with a focus on securities and pricingKnowledge of MS Office, VisioExperience with vendor product implementationAptitude and interest in continued learning.

-------------------------------------------------Grade :All Job Level - All Job FunctionsAll Job Level - All Job Functions - US------------------------------------------------------Time Type :Full time------------------------------------------------------

Citi is an equal opportunity and affirmative action employer.

Minority/Female/Veteran/Individuals with Disabilities/Sexual Orientation/Gender Identity.

Citigroup Inc. and its subsidiaries (""Citi) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity CLICK HERE.

To view the ""EEO is the Law"" poster CLICK HERE. To view the EEO is the Law Supplement CLICK HERE.

To view the EEO Policy Statement CLICK HERE.

To view the Pay Transparency Posting CLICK HERE."
3.1,"Principal, Senior Data Quality Business Analyst",106000,191000,"Data Quality analysis is one of the core capabilities of the Finance CDO team. This staff position is expected to work with large dataset and support the organization to improve the six data quality dimensions through the following activities:



Clearly define data requirements in the business context. This includes data sourcing requirements and data quality business rules.
Collaborate with domain SMEs (Data Champions) to understand data consumptions and data usability
Construct workflow charts and diagrams; studying system capabilities; writing business requirements
Define project requirements by identifying project milestones, phases and elements (collaborate with PMO)
Perform root cause analysis for data quality errors, research and determine scope and complexity of issues and identify the steps for remediation
Understand and communicate the financial and operational impact of any changes
Coordinate remediation with relevant teams (Sources, Technology, Business, Finance, etc.)
Determine business impact level for the data quality issues
Quantify materiality for proper escalations
Customize and enhance data quality dashboard based on stakeholder requests
Perform daily, weekly and monthly reviews and analyses of current processes using operational metrics and reports
Create informative, actionable and repeatable reporting that highlights relevant business trends and opportunities for improvement
Measuring and reporting to management on the progress of data quality improvement
Conduct insightful, ad hoc analyses to investigate ongoing or one-time data issues
Identify areas of business process improvement and make recommendations for long-term solutions


The staff member will be expected to cultivate relationships with staff or contractors in: Technology, Data Strategy, Data Operations, Finance and Corporate Treasury to ensure efficient identification, collection, and use of data along with the management of the associated data governance processes.

Qualifications

Bachelor's degree or the equivalent combination of education and experience is required.

Degree in math, engineering, statistics, computational finance or economics preferred.

Work toward or completion of MBA, CFA, or CPA/CA preferred.

7-10 years of total work experience preferred.

Experience with finance data set and process: Balance Sheet, P&L, Consolidations, Client Product Profitability, liquidity analytics and reporting, interest rate risk management, asset-liability management, regulatory reporting, is strongly preferred.

Knowledge of the structuring of data environments and applications that use big data processes is a preferred.

Some experience with Business Intelligence data management and visualization applications specific to Hadoop big data and the ability to use SQL/Hive and other computer languages used in big data for analysis and structuring is preferred.

Competency with some leading data profiling tools (such as SQL, BI tools, etc.)

Experience with issue management systems

BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer.

Minorities/Females/Individuals With Disabilities/Protected Veterans.

Primary Location: United States-New York-New York

Internal Jobcode: 70117

Job: Finance/Accounting

Organization: Finance-HR06599

Requisition Number: 1916815SDL2017"
3.9,CIB Global Channel Services - Sr. Data Analyst,55000,99000,"The Global Channels Services team is responsible for global oversight and governance of the Channel Suite of Products to uphold the highest standards safeguarding the Channels while supporting Clients' cash management needs. As guardians of the Channel, the team is a central point of contact for Technology Investment planning, Data& Analytics, Platform Stability, Risk, Audit & Controls, and Channel Pricing and Billing. Key drivers to success are the effective management of technology investments, disciplines and controls used for business readiness, process and procedures, and change management plans for Release and Client Event Management. This includes creation of business plans, action plans, contributing to internal and external communication strategies and content.The Data Analyst should be an experienced practitioner in data analytics. The position offers an opportunity to apply analytical thinking, and strategic skills to broad range of challenges faced by the enterprise.

Responsibilities Include:

• Develop insights, methods or tools derived from large datasets using various analytic methods such as predictive analytics, text mining, statistical forecasting, optimization, simulations etc.

• Handling data from multiple sources and disparate databases to construct conclusions and strategies

• Be a data storyteller; deliver practical data insights in a compelling manner. Articulate findings clearly and concisely including presentations, discussions and visualizations.

• Comfortable communicating complex analytical results

• Deliver tactical and strategic product and market insights through analytics, reporting and state of the art visualization techniques

• Provide subject matter expertise for data driven decision and opportunities

• Partner with a variety of internal business and technology teams to solve quantitative problems related to optimizing product processes and performance

• Align with data owners and department managers, contribute to definition and development of Key Performance Metrics and architecture for analytics

• Bachelor's degree in relevant quantitative field required, advanced degree preferred in analytical field (e.g. Statistics, Economics, Applied Math, Operations Research, Physics, Computer Science fields)

• 5 years of industry experience in business analytics roles (e.g., marketing analytics, sales analytics, business insights)

• Strong interpersonal and collaboration skills, ability to explain complicated mathematical concepts, algorithms and data structures with an ability to influence both internal & external business partners

• Industry experience in data science or business analytics roles (e.g., marketing analytics, sales analytics, business insights). Experience in the financial sector preferred.

• Hands-on experience in delivering analytics and insights to multiple levels of management

• Experience working with large data sets in a database environment including proficiency in SQL

• Strong analytics, interpretive and problem solving skills

• Familiarity with data visualization tools such as Tableau and QlikView.

• Technical understanding of data extraction, transformation and load processing (ETL) using products such as SSIS, Alteryx Designer, Tableau Prep

• Familiarity with project management tools, such as JIRA.

• Experience in Big Data platforms and related technologies such as Hadoop, Hive, Pig, Apache Spark, Apache Cassandra, etc.

• Financial services background preferred, but not required

• Must have excellent oral and written skills being able to communicate effectively on both a technical and business level."
4.8,Lead Data Analyst,62000,110000,"Lead Data Analyst

Title Lead Data Analyst Type Full-time Primary Location New York Education Bachelor's Degree Rate Type Per year Job Description

Our client, a Tier 1 Investment bank is looking to put together a Data Analysis and Data Cleansing team. The lead Data Analyst will be responsible for setting up the process for data analysis, data science based rule development, modification of SQL and Python rules and supporting the tech team with the rules.

#LI-PB1 Job Requirements



Design the steps for data analysis and data science based rule development for BAU process which deals with incremental data on a daily basis
Design steps to follow for analyzing and modifying existing rules
Review the work product of the offshore team members for quality of work
Train and help the team members get comfortable with all tools and processes
Help plan for DQ Assessment migration
Work on proof of concept of new ideas like create predictive upfront controls and others
Able to work in the US without sponsorship.
References available upon request.
Pass a background check and drug screening


Prospect 33 is an equal opportunity employer.SDL2017"
4,"Senior Associate, Data Management Reporting Analyst, Central Services",42000,85000,"Eligible for relocation package to following sites: Peapack NJ, Collegeville PA, Cambridge, MA or Groton CT

As part of the Data Monitoring and Management (DMM) group, an integral delivery unit within the Global Biometrics and Data Management (GBDM) organization, the Data Management Reporting Analyst has responsibilities for the collection, documentation and programming of study and asset level data cleaning and monitoring report requirements. The Data Management and Reporting Analyst will have responsibilities for the timely and high quality development and delivery of reporting solutions supporting the Pfizer portfolio.

ROLE RESPONSIBILITIES

Creates reporting and analytics solutions with appropriate oversight that support the quality and timely delivery of data management reports and visualizations required per standard and study specific data review plansCreates any needed documentation for reports throughout the lifespan of the study and or asset for all DMRA deliverables and ensures proper filing in the Trial Master File filings when appropriateComplies with applicable SOPs and work practicesServes as a technical resource to the study teams for data visualization and reporting toolCollaborates with other analysts, Clinical Data Scientists and other roles as needed to apply standards and to develop data cleaning reports to support of the data review planSupports knowledge development of others on reporting and analytics tools that support the accuracy and integrity of study data

QUALIFICATIONS

Bachelor's degree in Statistics, Biostatistics, Mathematics, Computer Science or related field w 3-5 years of relevant experience in a pharmaceutical, biotech, CRO, or Regulatory agency.Awareness of drug development process and data operations required for the reporting of clinical trial data (e.g. data review, study reports, regulatory submissions, safety updates, etc.)Awareness of regulatory requirements and relevant data standards (CDISC knowledge and experience are preferable)Demonstrates strong verbal and written communication skills including ability to communicate remotelyTechnical skills and experience using relational databases (e.g. MS SQL Server, MS Access, or Oracle) and data visualization tools (e.g. Spotfire, jReview)Experience in Oracle, PL/SQL, SAS, Java, relational database design and database programming skillsProficiency in the use of Microsoft Office Suite of tools (Outlook, Word, Excel, etc.)

*There is one Sr. Associate position available.

EEO & Employment Eligibility

Pfizer is committed to equal opportunity in the terms and conditions of employment for all employees and job applicants without regard to race, color, religion, sex, sexual orientation, age, gender identity or gender expression, national origin, disability or veteran status. Pfizer also complies with all applicable national, state and local laws governing nondiscrimination in employment as well as work authorization and employment eligibility verification requirements of the Immigration and Nationality Act and IRCA. Pfizer is an E-Verify employer.

Sunshine Act

Pfizer reports payments and other transfers of value to health care providers as required by federal and state transparency laws and implementing regulations. These laws and regulations require Pfizer to provide government agencies with information such as a health care provider’s name, address and the type of payments or other value received, generally for public disclosure. Subject to further legal review and statutory or regulatory clarification, which Pfizer intends to pursue, reimbursement of recruiting expenses for licensed physicians may constitute a reportable transfer of value under the federal transparency law commonly known as the Sunshine Act. Therefore, if you are a licensed physician who incurs recruiting expenses as a result of interviewing with Pfizer that we pay or reimburse, your name, address and the amount of payments made currently will be reported to the government. If you have questions regarding this matter, please do not hesitate to contact your Talent Acquisition representative.

Last Date to Apply: November 7, 2019

#LI-PFE

Pfizer is an equal opportunity employer and complies with all applicable equal employment opportunity legislation in each jurisdiction in which it operates.Medical"
2.1,Senior Data Analyst,63000,110000,"Generate EmblemHealth Provider File reports and data analysis for a variety of internal and external customers. Create basic Provider dashboards pertaining to Product participation by service areas. Convert old processes in Access into SAS code, including streamlining network adequacy by specialty and product and product print directory data extractions. Transform current programs to fit new data infrastructure and ensure that data is accurately captured through parallel testing QA protocols. Generate ad-hoc provider reports that meet the various business needs of the requestors, which can include disruption, network adequacy, provider/facility termination and regulatory reports.

Responsibilities:



Program old databases to interface with current Provider information systems.
Rewrite queries, currently written in Microsoft Access, and translate them into efficient SAS code.
Run Quality Assurance protocols to ensure that the same information is translated into SAS code.
Work with/mentor other team members to design and develop all standard and ad-hoc reports and analyses within the Provider Reporting team.
Design dashboards & visualizations that demonstrate Provider Network participation by product line and service areas.
Generate ad-hoc data reports for various internal and external stakeholders (includes meetings to determine user purpose and needs; ensure specifications are met, and to ensure that timelines and expectations are reasonable.
Compile regulatory reports for network adequacy to the New York State Department of Health (NYS DOH).
Produce disruption reports and network/product figures to sales and contractors for recruitment and request for proposal (RFP) purposes.
Automate manual recurring data processes utilizing SAS.
Additional duties as assigned.


Qualifications:



Bachelor's degree
SAS Base Certification preferred
4 6 years of related professional work experience required
3+ years' work experience in SAS programming required
Additional years of experience/training (i.e., SAS programming) may be considered in lieu of educational requirements required
Excellent analytical, problem-solving, organizational, and project- and time- management skills required
Proven track record of successfully completing deliverables and projects within specified timeframes required
Proven ability to identify problems/bottlenecks and to provide recommendations to resolve them required
An intellectual curiosity and willingness to take initiative on various longstanding projects required
Exceptional interpersonal skills and written communication skills to frequently interact with all levels of the organization required
Proficiency with Microsoft Access query design and Excel functions required
Experience working in a team environment, exercising independent thinking and achieving goals and deadlines required
Familiarity with healthcare operations data, (e.g., CPF or FACETS), preferred


Additional Information



Requisition ID: 190X8SDL2017"
3.8,Senior Data Analyst,39000,73000,"Short Description
About Capgemini

A global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of clients’ opportunities in the evolving world of cloud, digital and platforms. Building on its strong 50-year heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. It is a multicultural company of over 200,000 team members in more than 40 countries. The Group reported 2018 global revenues of EUR 13.2 billion (about $15.6 billion USD at 2018 average rate).

Visit us at www.capgemini.com. People matter, results count.

Title : Senior Data Analyst

Data Science and Analytics ExperienceOne to Three Years Data Science and AnalyticsData Scientist ExperienceOne to Three Years Data ScientistData Scientist Proficiency in Proficient

Capgemini is an Equal Opportunity Employer encouraging diversity in the workplace. All qualified applicants will receive consideration for employment without regard to race, national origin, gender identity/expression, age, religion, disability, sexual orientation, genetics, veteran status, marital status or any other characteristic protected by law.

This is a general description of the Duties, Responsibilities and Qualifications required for this position. Physical, mental, sensory or environmental demands may be referenced in an attempt to communicate the manner in which this position traditionally is performed. Whenever necessary to provide individuals with disabilities an equal employment opportunity, Capgemini will consider reasonable accommodations that might involve varying job requirements and/or changing the way this job is performed, provided that such accommodations do not pose an undue hardship.

Click the following link for more information on your rights as an Applicant: http://www.capgemini.com/resources/equal-employment-opportunity-is-the-law"
3.5,"Cantor Fitzgerald: Client Data Management, Analyst",34000,68000,"Client Management Description

The Client Management Team works to protect the firm from

regulatory and reputational risk by ensuring all customers have undergone a

thorough due diligence review, and a complete KYC profile is documented. The

team acts as the single point of liaison for all internal/external stakeholders

minimizing the amount of client touchpoints while providing guidance on our

CDD/KYC policy. Client Management effectively communicates our requirements to

the various sales teams and potential clients.

Client Data Management Specialist

Under the

Client Management umbrella, the Client Data Management Specialist is

responsible for data management with regard to client account set ups in

various internal systems for all clients where KYC has been completed within Cantor

Fitzgerald & Co. and affiliates. The incumbent will join the team within

the Client Management Team to ensure data integrity.

Responsibilities include:

· 

Work with

Client Management teams for new client account and broker set ups within our

downstream systems.

· 

Liaise with

Client Management teams on subaccount set ups for all non-auto flow clients.

· 

Manage account

executive changes and split allocations for client accounts for appropriate

revenue allocation.

· 

Manage

control reports to perform daily and weekly reconciliation of systems.

· 

Manage

end-to-end workflow and agreement execution for all prime clients.

· 

Process all

settlement instruction set ups and amendments, leveraging data from ALERT,

where applicable.

· 

Identify

workflow/system improvements and work with team to contribute to process

improvements.

· 

Contribute to

overall Client Management ad-hoc projects

Skills:

· 

1 - 3 years financial services experience

· 

Exceptional attention to detail

· 

Excellent verbal and written communication skills at all levels

· 

Excellent planning, organization and time management abilities

· 

Ability to be flexible, manage priorities whilst remaining calm under

pressure

· 

Receptive to change while demonstrating drive and resilience

· 

Positive ‘can do’ attitude and an ability to take ownership of tasks

through to completion

· 

Ability to work collaboratively and independently when required"
4.2,Senior Forensic Data Analyst,36000,62000,"Senior Forensic Data Analyst

US-NY-New York

Job ID: 2019-6676

Type: Office of the SVP Finance and Budget/Chief Financial Officer (WS2704)

# of Openings: 1

Category: Finance/Real Estate/Procurement/Grant Management

New York University

Overview

The Senior Forensic Data Analyst is responsible for performing ongoing monitoring of key financial transactions, maintaining the departments data analytics program, analyzing documents and identifying non-compliant or potentially fraudulent transactions. The Analyst will identify and communicate observations to Internal Audit leadership and draft observations and recommendations in clear and concise reports. The candidate must possess strong communication and analytical skills, adapt to changing environments, be self-motivated, be detail oriented, understand accounting and business processes and be a team player.

Responsibilities

Required Education:

Bachelor's Degree Accounting, Computer Science, Management Information Systems or other related fields.

Preferred Education:

Master's Degree Accounting, Business Administration, Finance or other related fields.

Required Experience:

3+ years Big four public accounting experience or other top consulting and advisory firms. Experience delivering forensic consulting services, specifically fraud risk management and/or investigations, at large multinational companies and/or higher education institutions. Working with forensic teams using fraud detection technologies and data analysis tools.

Preferred Experience:

working understanding of accounting systems and principles, and business processes. Experience in risk/compliance assessments or data science.

Required Skills, Knowledge and Abilities:

Strong problem solving, use of judgment and strategic mind-set with ability to challenge current processes and generate solutions. Highly organized with attention to detail to drive accuracy. Strong analytic skills and experience in staging and analyzing structured datasets, especially transactional data from financial systems. High proficiency in Microsoft applications, such as Access, Excel, and Power BI.

Preferred Skills, Knowledge and Abilities:

Proficiency with data analytic tools (e.g., Alteryx and Microsoft BI) and visualization tools (e.g., Tableau), is a plus. Experience obtaining social media data and applying to investigative procedures.

Qualifications

NYU aims to be among the greenest urban campuses in the country and carbon neutral by 2040. Learn more at nyu.edu/sustainability.

EOE/AA/Minorities/Females/Vet/Disabled/Sexual Orientation/Gender IdentityPI115806085"
3.6,Senior Data Analyst,52000,94000,"Job Description The individual will be an integral part of Moody's Corporate Finance Group providing business data and internal process support for CFG management. The individual will be responsible for sourcing, organizing and reporting data related to core rating/research activities and personnel. The successful candidate will also be the owner of several key business processes, and will need to understand information and process flows.

The role includes a broad range of tasks including data extraction and analysis, generation and maintenance of data related documentation, and troubleshooting process issues which affect data quality. Strong problem-solving skills and ability to prioritize are critical to success. The role will require developing partnerships with internal business partners, and communication with senior managers.

Responsibilities:


 Develop a good knowledge of Moody's applications and data repositories, and core business processes Gather and generate information for scheduled management reporting; analyze and interpret data quality and resolve discrepancies Respond to ad-hoc requests for information with timeliness and quality Lead efforts to identify, develop and implement process and report improvements for global or regional use. Develop and implement global standards for data definitions and data reporting. Document frequent processes to enable regional and global consistency Present information to managers and analysts in user-friendly, comprehensive, value-added formats Develop and maintain relationship with other departments involved in data generation and business activity reporting


Qualifications


 Passion for data quality and operational efficiency Competency in data-related Excel database functions, including pivot tables and lookup functions, ability to formulate queries and build relationships between different data sets Ability to work independently, using own initiative, without close supervision and under tight deadlines Highly organized and efficient: strong organizational, prioritization and multi-tasking skills Solid judgement and decision-making skills, strong problem-solving skills Thoroughness and attention to detail; able to complete large numbers of processes/tasks with no errors Advanced MS Office skills as well as excellent Excel, Powerpoint, Sharepoint, database skills Knowledge of visualization tools, such as Tableau, Power BI, a plus Excellent verbal and written communication skills, ability to present to a group Excellent interpersonal and teamwork skills


Moody's is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, sex, gender, age, religion, national origin, citizen status, marital status, physical or mental disability, military or veteran status, sexual orientation, gender identity, gender expression, genetic information, or any other characteristic protected by law. Moody's also provides reasonable accommodation to qualified individuals with disabilities in accordance with applicable laws. If you need to inquire about a reasonable accommodation, or need assistance with completing the application process, please email accommodations@moodys.com.. This contact information is for accommodation requests only, and cannot be used to inquire about the status of applications.

For San Francisco positions, qualified applicants with criminal histories will be considered for employment consistent with the requirements of the San Francisco Fair Chance Ordinance. For New York City positions, qualified applicants with criminal histories will be considered for employment consistent with the requirements of the New York City Fair Chance Act. For all other applicants, qualified applicants with criminal histories will be considered for employment consistent with the requirements of applicable law.

Click here to view our full EEO policy statement. Click here for more information on your EEO rights under the law.

Candidates for Moody's Corporation may be asked to disclose securities holdings pursuant to Moody's Policy for Securities Trading and the requirements of the position. Employment is contingent upon compliance with the Policy, including remediation of positions in those holdings as necessary."
3.6,PAYROLL DATA ANALYST,48000,84000,"}

 
 




 


The Payroll Analyst Primary tasks include collecting, testing, analyzing, organizing, editing and storing payroll related data, with the objective of insuring the integrity of payroll data and maintaining formal processes to confirm adequate checks and balances are in place.

SPECIFIC ACCOUNTABILITIES:



	Generate daily Payroll reports using Payroll and time and attendance software. Confirm accurate time capture and pay and accurate allocation of dollars paid.
Prepare and maintain payroll documentation, data standards, and procedures.
Daily audit of time and attendance and payroll system input and output.
Run payroll simulations,
Assist with payroll close, off cycle on demand payrolls, reconciliation of weekly payroll file and year-end W2 file.
Assist in month-end close process relating to Payroll Journal Entries and Reconciliations.
Create hyper finds in time and attendance to review for accurate payroll processing.
Prepare, collect, deposit and monitor overpayments.
Provide support and train payroll staff on use of current and new payroll system.
Prepare test scripts, perform and record testing results for system changes while assuring system changes are affecting payroll accurately.
Audit manual checks for correct calculations, input and outputs, data entry including but not limited positive pay, payroll adjustments and other transactions.
Ensure accurate pay and recording and end users understand system content and the proper use of the application.

EXPERIENCE:



AAS degree and a minimum 3 years payroll experience with payroll processes in use for fully automated systems are required.
Strong, technical and communication skills.
Experience using ADP, SAP; Kronos Automated Time and Attendance system. Experience working with Microsoft Excel, pivot tables and vlook-ups.
Knowledge of SAP /ADP Payroll System; Knowledge of Kronos Time and Attendance System. Experience working with Microsoft Office applications.
Ability to supervise staff with data entry transfer and maintenance.
May need to work beyond scheduled hours during payroll close, monthly close, audits, and special projects.

Department: Payroll Bargaining Unit: Non Union Campus: TARRYTOWN Employment Status: Regular Full-Time Address: 555 South Broadway, Tarrytown

Shift: Day Scheduled Hours: 8:30 AM-5 PM Req ID: 106754

Montefiore is an equal employment opportunity employer. Montefiore will recruit, hire, train, transfer, promote, layoff and discharge associates in all job classifications without regard to their race, color, religion, creed, national origin, alienage or citizenship status, age, gender, actual or presumed disability, history of disability, sexual orientation, gender identity, gender expression, genetic predisposition or carrier status, pregnancy, military status, marital status, or partnership status, or any other characteristic protected by law.

N/A

 
 
 

 




Mission:

To heal, to teach, to discover and to advance the health of the communities we serve.

Vision:

To be a premier academic medical center that transforms health and enriches lives.
 


Values

Define our philosophy of care, they shape our actions and motivate and inspire us to pursue excellence and achieve the goals we have set forth for the future. Our values include:



	Humanity
Innovation
Teamwork
Diversity
Equity





Nearest Major Market: White Plains

Nearest Secondary Market: New York City"
